lang	qwen3_8b_macro	qwen3_8b_micro	opus_4_6_macro	opus_4_6_micro	gpt52_macro	gpt52_micro	facti_macro	facti_micro	gemini_3_5_macro	gemini_3_5_micro
ca	0.41621464548624565	0.4421768707482993	0.7277777777777777	0.7414965986394558	0.6839917833086514	0.6938775510204082	0.8006586594343277	0.8095238095238095	0.8229626655961462	0.8367346938775511
co	0.4224175824175824	0.4452054794520548	0.7827380952380952	0.7945205479452054	0.6979843171212777	0.7054794520547946	0.8431119707715453	0.863013698630137	0.8310260382827728	0.8435374149659864
cs	0.48494208494208496	0.5241379310344828	0.7381621187800963	0.7517241379310344	0.6180738470379771	0.6206896551724138	0.7890111169314942	0.8275862068965517	0.8229626655961462	0.8367346938775511
cy	0.48229465196483223	0.5	0.7473673802343402	0.7602739726027398	0.7184185149469624	0.726027397260274	0.8091503267973856	0.8424657534246576	0.7901343966917738	0.8027210884353742
da	0.4781793299204217	0.5103448275862069	0.7721628060215926	0.7862068965517242	0.6759619121647882	0.6827586206896552	0.8622058248085416	0.8827586206896552	0.7966403162055335	0.8095238095238095
de	0.4997750112494376	0.5241379310344828	0.7704407333639753	0.7862068965517242	0.6604215456674474	0.6689655172413793	0.7963483146067416	0.8068965517241379	0.8296296296296296	0.8435374149659864
dv	0.4508620689655172	0.46938775510204084	0.7057758292032024	0.7142857142857143	0.5916666666666667	0.5918367346938775	0.8137426900584794	0.8231292517006803	0.7901343966917738	0.8027210884353742
ee	0.4537619380386676	0.47761194029850745	0.6898148148148149	0.7014925373134329	0.6572890025575449	0.664179104477612	0.5734628916066342	0.5746268656716418	0.7934564431955038	0.8095238095238095
el	0.49699975204562363	0.5306122448979592	0.7804659498207885	0.7959183673469388	0.6552532833020638	0.6598639455782312	0.8279787234042553	0.8503401360544217	0.8243727598566308	0.8367346938775511
en	0.3671202046553782	0.4939637826961771	0.6976770710565334	0.903420523138833	0.6236024727121259	0.8390342052313883	0.930902460283085	0.9869215291750503	0.7796496816517768	0.943
eo	0.4814814814814815	0.5138888888888888	0.7581310123683005	0.7708333333333334	0.7192982456140351	0.7291666666666666	0.8545454545454545	0.875	0.7451848998459167	0.7551020408163265
es	0.5271929824561403	0.5510204081632653	0.8016392623319506	0.8163265306122449	0.6679216867469879	0.673469387755102	0.7747126436781608	0.782312925170068	0.7901343966917738	0.8027210884353742
et	0.46886446886446886	0.503448275862069	0.733416149068323	0.7448275862068966	0.6618732996502137	0.6689655172413793	0.8337155963302753	0.8758620689655172	0.8163326503073617	0.8299319727891157
eu	0.5215448141850862	0.54421768707483	0.7310285053929122	0.7414965986394558	0.7579426578845408	0.7687074829931972	0.8430844304376557	0.8571428571428571	0.7982514105627001	0.8163265306122449
fa	0.5624375624375624	0.589041095890411	0.7926557110975857	0.8082191780821918	0.6902603664416587	0.6986301369863014	0.8425593098490295	0.8767123287671232	0.8377157767964674	0.8503401360544217
fi	0.47278770253427504	0.48936170212765956	0.7168076109936575	0.7304964539007093	0.6611443472925296	0.6666666666666666	0.8452439024390244	0.8723404255319149	0.7707602339181286	0.782312925170068
fr	0.48740798140255714	0.5102040816326531	0.7740143813538309	0.7891156462585034	0.6817582831325302	0.6870748299319728	0.8553224553224553	0.8707482993197279	0.7593412942989214	0.7687074829931972
fy	0.44653614457831325	0.4557823129251701	0.7658303464755079	0.782312925170068	0.7310285053929122	0.7414965986394558	0.773497688751926	0.782312925170068	0.8363360323886639	0.8503401360544217
ga	0.44044597083271114	0.4726027397260274	0.7346106607713092	0.7465753424657534	0.6852694610778443	0.6917808219178082	0.8295545314900155	0.8698630136986302	0.7980769230769231	0.8095238095238095
gd	0.4395730080060999	0.4557823129251701	0.7120814025701045	0.7210884353741497	0.6754052149400986	0.6802721088435374	0.6666666666666666	0.7755102040816326	0.8163326503073617	0.8299319727891157
gl	0.4847058823529412	0.5034013605442177	0.7421052631578948	0.7551020408163265	0.6615926708949964	0.6666666666666666	0.8512145748987854	0.8639455782312925	0.8031738160178528	0.8163265306122449
gn	0.44573643410852715	0.46853146853146854	0.73894523326572	0.7482517482517482	0.7034845496383958	0.7132867132867133	0.6082191780821917	0.6083916083916084	0.8256916996047431	0.8367346938775511
gu	0.396844358170325	0.4315068493150685	0.8022916666666666	0.821917808219178	0.7425548589341693	0.7534246575342466	0.5262978142076503	0.7397260273972602	0.8214574898785425	0.8367346938775511
ha	0.505272952853598	0.5448275862068965	0.7704407333639753	0.7862068965517242	0.6414545454545455	0.6482758620689655	0.7538200339558574	0.8344827586206897	0.8332989690721649	0.8503401360544217
he	0.4998978549540347	0.5277777777777778	0.6824378508420208	0.6944444444444444	0.6018433179723501	0.6041666666666666	0.8435409161091096	0.8680555555555556	0.8430844304376557	0.8571428571428571
iw	0.5321637426900585	0.5486111111111112	0.6968724939855654	0.7083333333333334	0.6254233128834356	0.6319444444444444	0.8435409161091096	0.8680555555555556	0.8377157767964674	0.8503401360544217
hi	0.5331395348837209	0.547945205479452	0.7630350983972408	0.7808219178082192	0.7329312305334454	0.7465753424657534	0.6022435897435897	0.7671232876712328	0.7885940986858418	0.8027210884353742
hr	0.5370294599018004	0.5753424657534246	0.7165895176944901	0.7328767123287672	0.6533713200379867	0.6575342465753424	0.8116129032258064	0.8561643835616438	0.7643429681807141	0.7755102040816326
ht	0.4509161041465767	0.4657534246575342	0.7355072463768115	0.7534246575342466	0.6370242876266973	0.6438356164383562	0.6902603664416587	0.6986301369863014	0.7966403162055335	0.8095238095238095
hu	0.43564781675017894	0.4452054794520548	0.7311233885819521	0.7465753424657534	0.6712814371257485	0.678082191780822	0.8393839383938394	0.863013698630137	0.7951015531660692	0.8095238095238095
hy	0.4564705882352942	0.47619047619047616	0.7500607238280301	0.7619047619047619	0.6571828358208955	0.6598639455782312	0.7272727272727273	0.8163265306122449	0.8190813764584256	0.8299319727891157
id	0.456277186140693	0.4827586206896552	0.7721628060215926	0.7862068965517242	0.6707888507801556	0.6758620689655173	0.8321052631578947	0.8482758620689655	0.80973715651135	0.8231292517006803
ig	0.4790229885057471	0.4965986394557823	0.717766947275144	0.7346938775510204	0.6690431519699812	0.673469387755102	0.6318181818181818	0.6326530612244898	0.8281400904793372	0.8435374149659864
is	0.5061264822134388	0.5374149659863946	0.6666666666666667	0.673469387755102	0.6169024571854058	0.6190476190476191	0.8163265306122449	0.8367346938775511	0.80973715651135	0.8231292517006803
it	0.4549798417201732	0.4863013698630137	0.802376297187547	0.815068493150685	0.7068273092369477	0.7123287671232876	0.8431119707715453	0.863013698630137	0.8377157767964674	0.8503401360544217
ja	0.4412280701754386	0.46938775510204084	0.7675889328063241	0.782312925170068	0.6742420670470084	0.6802721088435374	0.8924289332958064	0.9115646258503401	0.7869458743565396	0.8027210884353742
jv	0.4818194987686513	0.5034013605442177	0.7484476604899037	0.7619047619047619	0.6777544796035074	0.6870748299319728	0.8110981308411215	0.8503401360544217	0.8214574898785425	0.8367346938775511
ka	0.44212523719165087	0.4557823129251701	0.7836538461538461	0.7959183673469388	0.6828330206378987	0.6870748299319728	0.6778199883109293	0.7959183673469388	0.8416354588826758	0.8571428571428571
kk	0.4842105263157894	0.5102040816326531	0.7247058823529412	0.7346938775510204	0.7134502923976609	0.7278911564625851	0.6713306887847097	0.7891156462585034	0.7421052631578948	0.7551020408163265
km	0.5158853157690817	0.5374149659863946	0.746713927041796	0.7619047619047619	0.6603800273468811	0.6666666666666666	0.8011594202898551	0.8571428571428571	0.8296296296296296	0.8435374149659864
kn	0.45340909090909093	0.4825174825174825	0.7799883282932782	0.7972027972027972	0.70185608949911	0.7132867132867133	0.6062578222778473	0.7692307692307693	0.7804659498207885	0.7959183673469388
ko	0.48977485928705444	0.4965986394557823	0.7917004048582996	0.8095238095238095	0.7214962351226621	0.7346938775510204	0.8333333333333333	0.8639455782312925	0.7675889328063241	0.782312925170068
ku	0.37226513964669655	0.40714285714285714	0.7378277153558053	0.7571428571428571	0.7188755020080322	0.7285714285714285	0.6606060606060606	0.7714285714285715	0.8229626655961462	0.8367346938775511
ky	0.48510971786833856	0.5068493150684932	0.7646886446886447	0.773972602739726	0.7234176907757323	0.7328767123287672	0.5013661202185793	0.726027397260274	0.7692307692307692	0.782312925170068
la	0.5194301154507492	0.541095890410959	0.7504273504273504	0.7602739726027398	0.6736576782232369	0.678082191780822	0.8431119707715453	0.863013698630137	0.8310260382827728	0.8435374149659864
lb	0.5014092581092056	0.5170068027210885	0.7385375494071147	0.7551020408163265	0.6729467455621302	0.6802721088435374	0.6651169277976661	0.6666666666666666	0.853838505416296	0.8707482993197279
lg	0.476523953525386	0.5174825174825175	0.757065637065637	0.7692307692307693	0.6388352399346309	0.6433566433566433	0.5855072463768116	0.6013986013986014	0.8229626655961462	0.8367346938775511
ln	0.3802847754654983	0.4057971014492754	0.7414021164021165	0.7536231884057971	0.702372393961179	0.717391304347826	0.6805555555555556	0.6956521739130435	0.8	0.8163265306122449
lo	0.5045261941448382	0.5238095238095238	0.7310285053929122	0.7414965986394558	0.7401710218315578	0.7482993197278912	0.7652334152334153	0.8231292517006803	0.8111660079051384	0.8231292517006803
lt	0.5663875598086124	0.5862068965517241	0.7527086677367576	0.7655172413793103	0.625430539609644	0.6275862068965518	0.8077772867874502	0.8551724137931035	0.8163326503073617	0.8299319727891157
lv	0.3975409836065574	0.41496598639455784	0.7231638418079096	0.7346938775510204	0.7071157495256166	0.7142857142857143	0.821074595722483	0.8571428571428571	0.782114624505929	0.7959183673469388
mg	0.4764832162373146	0.4896551724137931	0.7105788423153692	0.7172413793103448	0.6718667244450864	0.6758620689655173	0.799928010078589	0.8413793103448276	0.7885940986858418	0.8027210884353742
mi	0.4425595669614808	0.4589041095890411	0.7202652910832719	0.7328767123287672	0.628393665158371	0.6301369863013698	0.6138322884012539	0.6301369863013698	0.8265531216334069	0.8435374149659864
mk	0.45925925925925926	0.4657534246575342	0.7942834138486312	0.8082191780821918	0.6928667049148978	0.6986301369863014	0.8361741918247395	0.8561643835616438	0.8111660079051384	0.8231292517006803
ml	0.43879361324659966	0.4657534246575342	0.7666333666333667	0.7808219178082192	0.7056451612903225	0.7123287671232876	0.5656198347107438	0.7534246575342466	0.7951015531660692	0.8095238095238095
mn	0.4188629518072289	0.42857142857142855	0.7500607238280301	0.7619047619047619	0.6351332365475577	0.6394557823129252	0.7000633223105608	0.8027210884353742	0.7675889328063241	0.782312925170068
mr	0.4564705882352942	0.47619047619047616	0.7813061098856	0.8027210884353742	0.6477801268498943	0.6530612244897959	0.43587684069611776	0.7074829931972789	0.7787033319951826	0.7959183673469388
ms	0.4274797335674084	0.4652777777777778	0.762962962962963	0.7777777777777778	0.6559894690653796	0.6597222222222222	0.806060606060606	0.8333333333333334	0.7901343966917738	0.8027210884353742
mt	0.4198198198198198	0.4420289855072464	0.7134519333295921	0.7318840579710145	0.6728448275862069	0.6811594202898551	0.6870020354754289	0.717391304347826	0.8111660079051384	0.8231292517006803
my	0.501807995925643	0.541095890410959	0.7633014001473839	0.773972602739726	0.7202652910832719	0.7328767123287672	0.5262978142076503	0.7397260273972602	0.8705516705516705	0.8843537414965986
ne	0.5158853157690817	0.5374149659863946	0.8016392623319506	0.8163265306122449	0.7261262122008312	0.7346938775510204	0.7272727272727273	0.8163265306122449	0.8281400904793372	0.8435374149659864
nl	0.4816050324056424	0.4965986394557823	0.7322404371584699	0.7482993197278912	0.7231638418079096	0.7346938775510204	0.773497688751926	0.782312925170068	0.8484536082474228	0.8639455782312925
no	0.48185615783381147	0.5103448275862069	0.7656565656565657	0.7793103448275862	0.6839080459770115	0.696551724137931	0.8309595012418267	0.8413793103448276	0.7951015531660692	0.8095238095238095
ny	0.407396331738437	0.43448275862068964	0.733416149068323	0.7448275862068966	0.6427708806337858	0.6482758620689655	0.6979328027348966	0.7310344827586207	0.808209554395825	0.8231292517006803
om	0.42347375308269164	0.45517241379310347	0.728065284606417	0.7448275862068966	0.7062892149597352	0.7172413793103448	0.7310545839957605	0.8068965517241379	0.7951015531660692	0.8095238095238095
or	0.557588496632112	0.5714285714285714	0.7658303464755079	0.782312925170068	0.782114624505929	0.7959183673469388	0.5224489795918368	0.7346938775510204	0.8281400904793372	0.8435374149659864
pa	0.5037797746398517	0.5170068027210885	0.7740143813538309	0.7891156462585034	0.7357784794753461	0.7482993197278912	0.5224489795918368	0.7346938775510204	0.8310260382827728	0.8435374149659864
pl	0.513121647092939	0.5273972602739726	0.8058510638297872	0.821917808219178	0.6276213867372	0.6301369863013698	0.6022435897435897	0.7671232876712328	0.80973715651135	0.8231292517006803
ps	0.5469953775038521	0.564625850340136	0.7643429681807141	0.7755102040816326	0.6854942233632862	0.6938775510204082	0.6778199883109293	0.7959183673469388	0.8444444444444444	0.8571428571428571
pt	0.48980174012266436	0.5034013605442177	0.7530632411067193	0.7687074829931972	0.6868639053254437	0.6938775510204082	0.81524926686217	0.8571428571428571	0.80973715651135	0.8231292517006803
qu	0.38992094861660076	0.42857142857142855	0.7951015531660692	0.8095238095238095	0.6839917833086514	0.6938775510204082	0.7747126436781608	0.782312925170068	0.8296296296296296	0.8435374149659864
ro	0.4640873015873016	0.4931506849315068	0.7682539682539682	0.7808219178082192	0.6916282642089093	0.6986301369863014	0.8302983339790779	0.8561643835616438	0.7915709186916344	0.8027210884353742
ru	0.4455882352941176	0.46206896551724136	0.7621000820344545	0.7793103448275862	0.6823426318095516	0.6896551724137931	0.8347013223894209	0.8620689655172413	0.7966403162055335	0.8095238095238095
rw	0.45265151515151514	0.5	0.7457943925233645	0.7573529411764706	0.6775296388199614	0.6838235294117647	0.6664955802680353	0.6838235294117647	0.8229626655961462	0.8367346938775511
sa	0.41129032258064513	0.4246575342465753	0.7666333666333667	0.7808219178082192	0.7355072463768115	0.7534246575342466	0.6022435897435897	0.7671232876712328	0.8416354588826758	0.8571428571428571
sd	0.44469197985277026	0.46938775510204084	0.7675889328063241	0.782312925170068	0.7168721109399075	0.7278911564625851	0.5741799107492367	0.7482993197278912	0.782114624505929	0.7959183673469388
si	0.4425595669614808	0.4589041095890411	0.7825037242512971	0.8013698630136986	0.6495775729646698	0.6575342465753424	0.6839119074281448	0.8013698630136986	0.8181443298969072	0.8367346938775511
sk	0.49941222570532917	0.5205479452054794	0.7648953301127215	0.7808219178082192	0.6928667049148978	0.6986301369863014	0.800439769418197	0.8424657534246576	0.8031738160178528	0.8163265306122449
sl	0.4749250749250749	0.5068493150684932	0.769493251846193	0.7876712328767124	0.6522484756097561	0.6575342465753424	0.813472706155633	0.8493150684931506	0.8296296296296296	0.8435374149659864
sm	0.4929358795218134	0.5140845070422535	0.7876068376068376	0.8028169014084507	0.655130540376442	0.6619718309859155	0.6049284578696343	0.6056338028169014	0.8484536082474228	0.8639455782312925
sn	0.3813664596273292	0.39855072463768115	0.6759838998211092	0.6956521739130435	0.6068376068376069	0.6159420289855072	0.7030532131433556	0.7318840579710145	0.8	0.8163265306122449
so	0.4941188197767145	0.5172413793103449	0.7090690208667737	0.7241379310344828	0.6631823461091754	0.6689655172413793	0.821692080668962	0.8620689655172413	0.80973715651135	0.8231292517006803
sq	0.5593137254901961	0.5724137931034483	0.7591725804016307	0.7724137931034483	0.6384733410049865	0.6413793103448275	0.8543918719357315	0.8827586206896552	0.7771964992910576	0.7891156462585034
sr	0.4861911091419288	0.5170068027210885	0.7851851851851852	0.8027210884353742	0.6498855835240274	0.6530612244897959	0.7895627277459656	0.8503401360544217	0.7740143813538309	0.7891156462585034
st	0.4942739349519011	0.5208333333333334	0.6826405617344062	0.7013888888888888	0.6297841377637643	0.6319444444444444	0.6660341555977229	0.6944444444444444	0.8198529411764706	0.8367346938775511
su	0.4663114715450988	0.47619047619047616	0.7451848998459167	0.7551020408163265	0.7057758292032024	0.7142857142857143	0.711056511056511	0.782312925170068	0.8363360323886639	0.8503401360544217
sv	0.4366788766788767	0.4589041095890411	0.7155659458406389	0.726027397260274	0.6495775729646698	0.6575342465753424	0.7906758293370248	0.8013698630136986	0.8016392623319506	0.8163265306122449
sw	0.48740798140255714	0.5102040816326531	0.7340732410893267	0.7482993197278912	0.6626703507703835	0.6666666666666666	0.8096819589079651	0.8435374149659864	0.808209554395825	0.8231292517006803
ta	0.41577743902439024	0.4246575342465753	0.7762396796361299	0.7876712328767124	0.7219047619047618	0.7328767123287672	0.5013661202185793	0.726027397260274	0.8016392623319506	0.8163265306122449
te	0.5337754851387866	0.5547945205479452	0.7795893719806763	0.7945205479452054	0.7076434676434676	0.7191780821917808	0.48391657829621776	0.726027397260274	0.8065789473684211	0.8231292517006803
tg	0.5099642309657639	0.5401459854014599	0.7277579060920911	0.7445255474452555	0.6544956140350877	0.6642335766423357	0.6841970460172457	0.8029197080291971	0.8281400904793372	0.8435374149659864
th	0.4695137126076353	0.5	0.7346106607713092	0.7465753424657534	0.5476056338028169	0.547945205479452	0.827468487394958	0.8767123287671232	0.8229626655961462	0.8367346938775511
ti	0.47308053591733823	0.5	0.7409816676522767	0.7534246575342466	0.7825037242512971	0.8013698630136986	0.5055145462440295	0.7328767123287672	0.8191950464396285	0.8356164383561644
tk	0.4976851851851852	0.5079365079365079	0.7550117331545425	0.7698412698412699	0.7273621401875288	0.7380952380952381	0.7695178166386185	0.8015873015873016	0.7771964992910576	0.7891156462585034
tl	0.49853801169590645	0.5238095238095238	0.7885940986858418	0.8027210884353742	0.6603800273468811	0.6666666666666666	0.7943392165303487	0.8231292517006803	0.8363360323886639	0.8503401360544217
tr	0.5154540677399322	0.5306122448979592	0.7771964992910576	0.7891156462585034	0.6754052149400986	0.6802721088435374	0.7704320666319625	0.8367346938775511	0.8016392623319506	0.8163265306122449
ts	0.49875173370319004	0.5323741007194245	0.6859939759036144	0.697841726618705	0.7141774891774892	0.7266187050359713	0.7135989010989011	0.7410071942446043	0.8296296296296296	0.8435374149659864
tt	0.44833377066386776	0.4930555555555556	0.7096188747731398	0.7222222222222222	0.693571534616717	0.7013888888888888	0.6125356125356125	0.7638888888888888	0.782114624505929	0.7959183673469388
ug	0.4790229885057471	0.4965986394557823	0.7214962351226621	0.7346938775510204	0.6169024571854058	0.6190476190476191	0.6501262170934007	0.7755102040816326	0.7869458743565396	0.8027210884353742
uk	0.49647836013017926	0.5136986301369864	0.7584599187847797	0.773972602739726	0.686471009305655	0.6917808219178082	0.8082191780821917	0.8561643835616438	0.782114624505929	0.7959183673469388
ur	0.4224378698224852	0.43537414965986393	0.8	0.8163265306122449	0.7310285053929122	0.7414965986394558	0.6470588235294118	0.782312925170068	0.8148148148148148	0.8299319727891157
uz	0.5624662245148612	0.5821917808219178	0.7713564031321041	0.7876712328767124	0.702906976744186	0.7123287671232876	0.6987916298261125	0.8082191780821918	0.7756609068084478	0.7891156462585034
vi	0.44212523719165087	0.4557823129251701	0.7530632411067193	0.7687074829931972	0.6902298850574713	0.7006802721088435	0.8488063660477454	0.8707482993197279	0.808209554395825	0.8231292517006803
xh	0.5427670476941269	0.5586206896551724	0.7685971685971686	0.7862068965517242	0.6579036063363667	0.6620689655172414	0.7082494969818913	0.7724137931034483	0.8065789473684211	0.8231292517006803
yi	0.4477032670105625	0.4726027397260274	0.7248015873015873	0.7397260273972602	0.6586017656883798	0.6643835616438356	0.5463172923490384	0.7465753424657534	0.8498774509803921	0.8639455782312925
yo	0.5024509803921569	0.5172413793103449	0.7803030303030303	0.7931034482758621	0.6653846153846154	0.6689655172413793	0.5651863487076967	0.5655172413793104	0.7804659498207885	0.7959183673469388
zh	0.4675943576057949	0.48299319727891155	0.6994722578804735	0.7074829931972789	0.6742420670470084	0.6802721088435374	0.8505857807735515	0.8707482993197279	0.7658303464755079	0.782312925170068
zu	0.4493006993006993	0.4857142857142857	0.7942857142857143	0.8071428571428572	0.7270092226613966	0.7357142857142858	0.6620583717357911	0.7642857142857142	0.8498774509803921	0.8639455782312925
