lang	qwen3_8b	opus_4_6	gpt52	facti	gemini_3_5
fy	0.4465361445783132	0.7658303464755079	0.7310285053929122	0.773497688751926	0.8363360323886639
ga	0.4404459708327111	0.7346106607713092	0.6852694610778443	0.8295545314900155	0.7980769230769231
gd	0.4395730080060999	0.7120814025701045	0.6754052149400986	0.6666666666666666	0.8163326503073617
gl	0.4847058823529412	0.7421052631578948	0.6615926708949964	0.8512145748987854	0.8031738160178528
gn	0.4457364341085271	0.73894523326572	0.7034845496383958	0.6082191780821917	0.8256916996047431
gu	0.396844358170325	0.8022916666666666	0.7425548589341693	0.5262978142076503	0.8214574898785425
ha	0.505272952853598	0.7704407333639753	0.6414545454545455	0.7538200339558574	0.8332989690721649
he	0.4998978549540347	0.6824378508420208	0.6018433179723501	0.8435409161091096	0.8430844304376557
iw	0.5321637426900585	0.6968724939855654	0.6254233128834356	0.8435409161091096	0.8377157767964674
hi	0.5331395348837209	0.7630350983972408	0.7329312305334454	0.6022435897435897	0.7885940986858418
hr	0.5370294599018004	0.7165895176944901	0.6533713200379867	0.8116129032258064	0.7643429681807141
ht	0.4509161041465767	0.7355072463768115	0.6370242876266973	0.6902603664416587	0.7966403162055335
hu	0.4356478167501789	0.7311233885819521	0.6712814371257485	0.8393839383938394	0.7951015531660692
hy	0.4564705882352942	0.7500607238280301	0.6571828358208955	0.7272727272727273	0.8190813764584256
id	0.456277186140693	0.7721628060215926	0.6707888507801556	0.8321052631578947	0.80973715651135
ig	0.4790229885057471	0.717766947275144	0.6690431519699812	0.6318181818181818	0.8281400904793372
is	0.5061264822134388	0.6666666666666667	0.6169024571854058	0.8163265306122449	0.80973715651135
it	0.4549798417201732	0.802376297187547	0.7068273092369477	0.8431119707715453	0.8377157767964674
ja	0.4412280701754386	0.7675889328063241	0.6742420670470084	0.8924289332958064	0.7869458743565396
jv	0.4818194987686513	0.7484476604899037	0.6777544796035074	0.8110981308411215	0.8214574898785425
ka	0.4421252371916508	0.7836538461538461	0.6828330206378987	0.6778199883109293	0.8416354588826758
kk	0.4842105263157894	0.7247058823529412	0.7134502923976609	0.6713306887847097	0.7421052631578948
km	0.5158853157690817	0.746713927041796	0.6603800273468811	0.8011594202898551	0.8296296296296296
kn	0.4534090909090909	0.7799883282932782	0.70185608949911	0.6062578222778473	0.7804659498207885
ko	0.4897748592870544	0.7917004048582996	0.7214962351226621	0.8333333333333333	0.7675889328063241
ku	0.3722651396466965	0.7378277153558053	0.7188755020080322	0.6606060606060606	0.8229626655961462
ky	0.4851097178683385	0.7646886446886447	0.7234176907757323	0.5013661202185793	0.7692307692307692
la	0.5194301154507492	0.7504273504273504	0.6736576782232369	0.8431119707715453	0.8310260382827728
lb	0.5014092581092056	0.7385375494071147	0.6729467455621302	0.6651169277976661	0.853838505416296
lg	0.476523953525386	0.757065637065637	0.6388352399346309	0.5855072463768116	0.8229626655961462
ln	0.3802847754654983	0.7414021164021165	0.702372393961179	0.6805555555555556	0.8
lo	0.5045261941448382	0.7310285053929122	0.7401710218315578	0.7652334152334153	0.8111660079051384
lt	0.5663875598086124	0.7527086677367576	0.625430539609644	0.8077772867874502	0.8163326503073617
lv	0.3975409836065574	0.7231638418079096	0.7071157495256166	0.821074595722483	0.782114624505929
mg	0.4764832162373146	0.7105788423153692	0.6718667244450864	0.799928010078589	0.7885940986858418
mi	0.4425595669614808	0.7202652910832719	0.628393665158371	0.6138322884012539	0.8265531216334069
mk	0.4592592592592592	0.7942834138486312	0.6928667049148978	0.8361741918247395	0.8111660079051384
ml	0.4387936132465996	0.7666333666333667	0.7056451612903225	0.5656198347107438	0.7951015531660692
mn	0.4188629518072289	0.7500607238280301	0.6351332365475577	0.7000633223105608	0.7675889328063241
mr	0.4564705882352942	0.7813061098856	0.6477801268498943	0.4358768406961177	0.7787033319951826
ms	0.4274797335674084	0.762962962962963	0.6559894690653796	0.806060606060606	0.7901343966917738
mt	0.4198198198198198	0.7134519333295921	0.6728448275862069	0.6870020354754289	0.8111660079051384
my	0.501807995925643	0.7633014001473839	0.7202652910832719	0.5262978142076503	0.8705516705516705
ne	0.5158853157690817	0.8016392623319506	0.7261262122008312	0.7272727272727273	0.8281400904793372
nl	0.4816050324056424	0.7322404371584699	0.7231638418079096	0.773497688751926	0.8484536082474228
no	0.4818561578338114	0.7656565656565657	0.6839080459770115	0.8309595012418267	0.7951015531660692
ny	0.407396331738437	0.733416149068323	0.6427708806337858	0.6979328027348966	0.808209554395825
om	0.4234737530826916	0.728065284606417	0.7062892149597352	0.7310545839957605	0.7951015531660692
or	0.557588496632112	0.7658303464755079	0.782114624505929	0.5224489795918368	0.8281400904793372
pa	0.5037797746398517	0.7740143813538309	0.7357784794753461	0.5224489795918368	0.8310260382827728
pl	0.513121647092939	0.8058510638297872	0.6276213867372	0.6022435897435897	0.80973715651135
ps	0.5469953775038521	0.7643429681807141	0.6854942233632862	0.6778199883109293	0.8444444444444444
pt	0.4898017401226643	0.7530632411067193	0.6868639053254437	0.81524926686217	0.80973715651135
qu	0.3899209486166007	0.7951015531660692	0.6839917833086514	0.7747126436781608	0.8296296296296296
ro	0.4640873015873016	0.7682539682539682	0.6916282642089093	0.8302983339790779	0.7915709186916344
ru	0.4455882352941176	0.7621000820344545	0.6823426318095516	0.8347013223894209	0.7966403162055335
rw	0.4526515151515151	0.7457943925233645	0.6775296388199614	0.6664955802680353	0.8229626655961462
sa	0.4112903225806451	0.7666333666333667	0.7355072463768115	0.6022435897435897	0.8416354588826758
sd	0.4446919798527702	0.7675889328063241	0.7168721109399075	0.5741799107492367	0.782114624505929
si	0.4425595669614808	0.7825037242512971	0.6495775729646698	0.6839119074281448	0.8181443298969072
sk	0.4994122257053291	0.7648953301127215	0.6928667049148978	0.800439769418197	0.8031738160178528
sl	0.4749250749250749	0.769493251846193	0.6522484756097561	0.813472706155633	0.8296296296296296
sm	0.4929358795218134	0.7876068376068376	0.655130540376442	0.6049284578696343	0.8484536082474228
sn	0.3813664596273292	0.6759838998211092	0.6068376068376069	0.7030532131433556	0.8
so	0.4941188197767145	0.7090690208667737	0.6631823461091754	0.821692080668962	0.80973715651135
sq	0.5593137254901961	0.7591725804016307	0.6384733410049865	0.8543918719357315	0.7771964992910576
sr	0.4861911091419288	0.7851851851851852	0.6498855835240274	0.7895627277459656	0.7740143813538309
st	0.4942739349519011	0.6826405617344062	0.6297841377637643	0.6660341555977229	0.8198529411764706
su	0.4663114715450988	0.7451848998459167	0.7057758292032024	0.711056511056511	0.8363360323886639
sv	0.4366788766788767	0.7155659458406389	0.6495775729646698	0.7906758293370248	0.8016392623319506
sw	0.4874079814025571	0.7340732410893267	0.6626703507703835	0.8096819589079651	0.808209554395825
ta	0.4157774390243902	0.7762396796361299	0.7219047619047618	0.5013661202185793	0.8016392623319506
te	0.5337754851387866	0.7795893719806763	0.7076434676434676	0.4839165782962177	0.8065789473684211
tg	0.5099642309657639	0.7277579060920911	0.6544956140350877	0.6841970460172457	0.8281400904793372
th	0.4695137126076353	0.7346106607713092	0.5476056338028169	0.827468487394958	0.8229626655961462
ti	0.4730805359173382	0.7409816676522767	0.7825037242512971	0.5055145462440295	0.8191950464396285
tk	0.4976851851851852	0.7550117331545425	0.7273621401875288	0.7695178166386185	0.7771964992910576
tl	0.4985380116959064	0.7885940986858418	0.6603800273468811	0.7943392165303487	0.8363360323886639
tr	0.5154540677399322	0.7771964992910576	0.6754052149400986	0.7704320666319625	0.8016392623319506
ts	0.49875173370319	0.6859939759036144	0.7141774891774892	0.7135989010989011	0.8296296296296296
tt	0.4483337706638677	0.7096188747731398	0.693571534616717	0.6125356125356125	0.782114624505929
ug	0.4790229885057471	0.7214962351226621	0.6169024571854058	0.6501262170934007	0.7869458743565396
uk	0.4964783601301792	0.7584599187847797	0.686471009305655	0.8082191780821917	0.782114624505929
ur	0.4224378698224852	0.8	0.7310285053929122	0.6470588235294118	0.8148148148148148
uz	0.5624662245148612	0.7713564031321041	0.702906976744186	0.6987916298261125	0.7756609068084478
vi	0.4421252371916508	0.7530632411067193	0.6902298850574713	0.8488063660477454	0.808209554395825
xh	0.5427670476941269	0.7685971685971686	0.6579036063363667	0.7082494969818913	0.8065789473684211
yi	0.4477032670105625	0.7248015873015873	0.6586017656883798	0.5463172923490384	0.8498774509803921
yo	0.5024509803921569	0.7803030303030303	0.6653846153846154	0.5651863487076967	0.7804659498207885
zh	0.4675943576057949	0.6994722578804735	0.6742420670470084	0.8505857807735515	0.7658303464755079
zu	0.4493006993006993	0.7942857142857143	0.7270092226613966	0.6620583717357911	0.8498774509803921
